text_input,reasoning_class,validity
"If Alice is polite, then Nina is kind. Nina is not kind. Is Alice not polite?",Modus Tollens,Yes
"If Sam is quiet, then Zane is calm. Zane is not calm. Is Sam not quiet?",Modus Tollens,Yes
"If Ivy is proud, then Leo is brave. Leo is not brave. Is Ivy not proud?",Modus Tollens,Yes
"If Oscar is lazy, then Quinn is proud. Quinn is not proud. Is Oscar not lazy?",Modus Tollens,Yes
"If Wendy is smart, then Quinn is brave. Quinn is not brave. Is Wendy not smart?",Modus Tollens,Yes
"If Paul is gentle, then Quinn is calm. Quinn is not calm. Is Paul not gentle?",Modus Tollens,Yes
"If Charlie is clever, then Mona is gentle. Mona is not gentle. Is Charlie not clever?",Modus Tollens,Yes
"If Hank is quiet, then Zane is calm. Zane is not calm. Is Hank not quiet?",Modus Tollens,Yes
"If Hank is happy, then Quinn is smart. Quinn is not smart. Is Hank not happy?",Modus Tollens,Yes
"If Kara is polite, then Uma is brave. Uma is not brave. Is Kara not polite?",Modus Tollens,Yes
"If Diana is clever, then Bob is shy. Bob is not shy. Is Diana not clever?",Modus Tollens,Yes
"If Eve is curious, then Alice is brave. Alice is not brave. Is Eve not curious?",Modus Tollens,Yes
"If Charlie is loud, then Rita is shy. Rita is not shy. Is Charlie not loud?",Modus Tollens,Yes
"If Tina is quiet, then Quinn is polite. Quinn is not polite. Is Tina not quiet?",Modus Tollens,Yes
"If Jack is rude, then Quinn is gentle. Quinn is not gentle. Is Jack not rude?",Modus Tollens,Yes
"If Eve is kind, then Leo is calm. Leo is not calm. Is Eve not kind?",Modus Tollens,Yes
"If Alice is gentle, then Jack is polite. Jack is not polite. Is Alice not gentle?",Modus Tollens,Yes
"If Uma is proud, then Frank is gentle. Frank is not gentle. Is Uma not proud?",Modus Tollens,Yes
"If Jack is gentle, then Alice is loud. Alice is not loud. Is Jack not gentle?",Modus Tollens,Yes
"If Xander is calm, then Eve is tall. Eve is not tall. Is Xander not calm?",Modus Tollens,Yes
"If Leo is short, then Rita is sad. Rita is not sad. Is Leo not short?",Modus Tollens,Yes
"If Leo is angry, then Bob is lazy. Bob is not lazy. Is Leo not angry?",Modus Tollens,Yes
"If Leo is short, then Tina is angry. Tina is not angry. Is Leo not short?",Modus Tollens,Yes
"If Tina is shy, then Hank is lazy. Hank is not lazy. Is Tina not shy?",Modus Tollens,Yes
"If Hank is calm, then Bob is sad. Bob is not sad. Is Hank not calm?",Modus Tollens,Yes
"If Frank is proud, then Quinn is happy. Quinn is not happy. Is Frank not proud?",Modus Tollens,Yes
"If Victor is calm, then Zane is honest. Zane is not honest. Is Victor not calm?",Modus Tollens,Yes
"If Grace is angry, then Nina is smart. Nina is not smart. Is Grace not angry?",Modus Tollens,Yes
"If Mona is curious, then Tina is short. Tina is not short. Is Mona not curious?",Modus Tollens,Yes
"If Leo is quiet, then Eve is polite. Eve is not polite. Is Leo not quiet?",Modus Tollens,Yes
"If Leo is short, then Oscar is angry. Oscar is not angry. Is Leo not short?",Modus Tollens,Yes
"If Mona is calm, then Rita is polite. Rita is not polite. Is Mona not calm?",Modus Tollens,Yes
"If Frank is honest, then Ivy is gentle. Ivy is not gentle. Is Frank not honest?",Modus Tollens,Yes
"If Eve is lazy, then Sam is smart. Sam is not smart. Is Eve not lazy?",Modus Tollens,Yes
"If Ivy is happy, then Rita is proud. Rita is not proud. Is Ivy not happy?",Modus Tollens,Yes
"If Uma is proud, then Hank is angry. Hank is not angry. Is Uma not proud?",Modus Tollens,Yes
"If Jack is proud, then Uma is polite. Uma is not polite. Is Jack not proud?",Modus Tollens,Yes
"If Rita is calm, then Charlie is kind. Charlie is not kind. Is Rita not calm?",Modus Tollens,Yes
"If Eve is tall, then Frank is sad. Frank is not sad. Is Eve not tall?",Modus Tollens,Yes
"If Leo is quiet, then Eve is shy. Eve is not shy. Is Leo not quiet?",Modus Tollens,Yes
"If Kara is short, then Oscar is sad. Oscar is not sad. Is Kara not short?",Modus Tollens,Yes
"If Eve is kind, then Mona is rude. Mona is not rude. Is Eve not kind?",Modus Tollens,Yes
"If Sam is honest, then Paul is quiet. Paul is not quiet. Is Sam not honest?",Modus Tollens,Yes
"If Jack is happy, then Grace is calm. Grace is not calm. Is Jack not happy?",Modus Tollens,Yes
"If Uma is short, then Kara is quiet. Kara is not quiet. Is Uma not short?",Modus Tollens,Yes
"If Rita is shy, then Ivy is honest. Ivy is not honest. Is Rita not shy?",Modus Tollens,Yes
"If Eve is angry, then Zane is polite. Zane is not polite. Is Eve not angry?",Modus Tollens,Yes
"If Rita is lazy, then Quinn is sad. Quinn is not sad. Is Rita not lazy?",Modus Tollens,Yes
"If Nina is gentle, then Leo is smart. Leo is not smart. Is Nina not gentle?",Modus Tollens,Yes
"If Eve is honest, then Oscar is angry. Oscar is not angry. Is Eve not honest?",Modus Tollens,Yes
"If Jack is lazy, then Charlie is shy. Charlie is not shy. Is Jack not lazy?",Modus Tollens,Yes
"If Diana is tall, then Sam is brave. Sam is not brave. Is Diana not tall?",Modus Tollens,Yes
"If Kara is angry, then Charlie is honest. Charlie is not honest. Is Kara not angry?",Modus Tollens,Yes
"If Victor is kind, then Ivy is gentle. Ivy is not gentle. Is Victor not kind?",Modus Tollens,Yes
"If Tina is tall, then Mona is calm. Mona is not calm. Is Tina not tall?",Modus Tollens,Yes
"If Uma is kind, then Grace is honest. Grace is not honest. Is Uma not kind?",Modus Tollens,Yes
"If Bob is gentle, then Nina is smart. Nina is not smart. Is Bob not gentle?",Modus Tollens,Yes
"If Eve is gentle, then Rita is rude. Rita is not rude. Is Eve not gentle?",Modus Tollens,Yes
"If Jack is tall, then Oscar is smart. Oscar is not smart. Is Jack not tall?",Modus Tollens,Yes
"If Hank is lazy, then Bob is calm. Bob is not calm. Is Hank not lazy?",Modus Tollens,Yes
"If Oscar is short, then Bob is smart. Bob is not smart. Is Oscar not short?",Modus Tollens,Yes
"If Diana is clever, then Bob is kind. Bob is not kind. Is Diana not clever?",Modus Tollens,Yes
"If Zane is rude, then Nina is proud. Nina is not proud. Is Zane not rude?",Modus Tollens,Yes
"If Hank is tall, then Ivy is gentle. Ivy is not gentle. Is Hank not tall?",Modus Tollens,Yes
"If Leo is gentle, then Victor is clever. Victor is not clever. Is Leo not gentle?",Modus Tollens,Yes
"If Nina is loud, then Xander is calm. Xander is not calm. Is Nina not loud?",Modus Tollens,Yes
"If Kara is quiet, then Sam is smart. Sam is not smart. Is Kara not quiet?",Modus Tollens,Yes
"If Xander is proud, then Mona is quiet. Mona is not quiet. Is Xander not proud?",Modus Tollens,Yes
"If Grace is happy, then Rita is tall. Rita is not tall. Is Grace not happy?",Modus Tollens,Yes
"If Quinn is lazy, then Yara is loud. Yara is not loud. Is Quinn not lazy?",Modus Tollens,Yes
"If Quinn is gentle, then Hank is angry. Hank is not angry. Is Quinn not gentle?",Modus Tollens,Yes
"If Victor is gentle, then Xander is lazy. Xander is not lazy. Is Victor not gentle?",Modus Tollens,Yes
"If Alice is smart, then Kara is loud. Kara is not loud. Is Alice not smart?",Modus Tollens,Yes
"If Paul is gentle, then Grace is clever. Grace is not clever. Is Paul not gentle?",Modus Tollens,Yes
"If Bob is angry, then Grace is short. Grace is not short. Is Bob not angry?",Modus Tollens,Yes
"If Uma is smart, then Kara is honest. Kara is not honest. Is Uma not smart?",Modus Tollens,Yes
"If Paul is kind, then Nina is lazy. Nina is not lazy. Is Paul not kind?",Modus Tollens,Yes
"If Hank is polite, then Grace is honest. Grace is not honest. Is Hank not polite?",Modus Tollens,Yes
"If Charlie is polite, then Yara is rude. Yara is not rude. Is Charlie not polite?",Modus Tollens,Yes
"If Charlie is curious, then Zane is calm. Zane is not calm. Is Charlie not curious?",Modus Tollens,Yes
"If Nina is tall, then Sam is calm. Sam is not calm. Is Nina not tall?",Modus Tollens,Yes
"If Zane is calm, then Leo is curious. Leo is not curious. Is Zane not calm?",Modus Tollens,Yes
"If Alice is proud, then Eve is tall. Eve is not tall. Is Alice not proud?",Modus Tollens,Yes
"If Diana is tall, then Ivy is quiet. Ivy is not quiet. Is Diana not tall?",Modus Tollens,Yes
"If Tina is tall, then Charlie is clever. Charlie is not clever. Is Tina not tall?",Modus Tollens,Yes
"If Alice is clever, then Xander is tall. Xander is not tall. Is Alice not clever?",Modus Tollens,Yes
"If Yara is quiet, then Alice is smart. Alice is not smart. Is Yara not quiet?",Modus Tollens,Yes
"If Oscar is shy, then Charlie is calm. Charlie is not calm. Is Oscar not shy?",Modus Tollens,Yes
"If Frank is lazy, then Jack is curious. Jack is not curious. Is Frank not lazy?",Modus Tollens,Yes
"If Oscar is proud, then Hank is tall. Hank is not tall. Is Oscar not proud?",Modus Tollens,Yes
"If Quinn is clever, then Victor is happy. Victor is not happy. Is Quinn not clever?",Modus Tollens,Yes
"If Alice is tall, then Eve is gentle. Eve is not gentle. Is Alice not tall?",Modus Tollens,Yes
"If Frank is gentle, then Kara is short. Kara is not short. Is Frank not gentle?",Modus Tollens,Yes
"If Diana is brave, then Quinn is proud. Quinn is not proud. Is Diana not brave?",Modus Tollens,Yes
"If Victor is clever, then Quinn is polite. Quinn is not polite. Is Victor not clever?",Modus Tollens,Yes
"If Quinn is kind, then Victor is quiet. Victor is not quiet. Is Quinn not kind?",Modus Tollens,Yes
"If Oscar is tall, then Zane is rude. Zane is not rude. Is Oscar not tall?",Modus Tollens,Yes
"If Yara is curious, then Bob is tall. Bob is not tall. Is Yara not curious?",Modus Tollens,Yes
"If Tina is honest, then Rita is clever. Rita is not clever. Is Tina not honest?",Modus Tollens,Yes
"If Kara is polite, then Rita is calm. Rita is not calm. Is Kara not polite?",Modus Tollens,Yes
"If Sam is curious, then Bob is happy. Bob is not happy. Is Sam not curious?",Modus Tollens,Yes
"If Quinn is curious, then Diana is polite. Diana is not polite. Is Quinn not curious?",Modus Tollens,Yes
"If Ivy is gentle, then Wendy is brave. Wendy is not brave. Is Ivy not gentle?",Modus Tollens,Yes
"If Diana is angry, then Victor is smart. Victor is not smart. Is Diana not angry?",Modus Tollens,Yes
"If Paul is gentle, then Zane is smart. Zane is not smart. Is Paul not gentle?",Modus Tollens,Yes
"If Zane is calm, then Jack is tall. Jack is not tall. Is Zane not calm?",Modus Tollens,Yes
"If Rita is shy, then Paul is clever. Paul is not clever. Is Rita not shy?",Modus Tollens,Yes
"If Charlie is rude, then Eve is curious. Eve is not curious. Is Charlie not rude?",Modus Tollens,Yes
"If Wendy is happy, then Tina is angry. Tina is not angry. Is Wendy not happy?",Modus Tollens,Yes
"If Mona is shy, then Uma is honest. Uma is not honest. Is Mona not shy?",Modus Tollens,Yes
"If Leo is curious, then Diana is loud. Diana is not loud. Is Leo not curious?",Modus Tollens,Yes
"If Ivy is kind, then Diana is lazy. Diana is not lazy. Is Ivy not kind?",Modus Tollens,Yes
"If Sam is proud, then Quinn is angry. Quinn is not angry. Is Sam not proud?",Modus Tollens,Yes
"If Kara is loud, then Paul is rude. Paul is not rude. Is Kara not loud?",Modus Tollens,Yes
"If Grace is quiet, then Paul is brave. Paul is not brave. Is Grace not quiet?",Modus Tollens,Yes
"If Oscar is proud, then Uma is rude. Uma is not rude. Is Oscar not proud?",Modus Tollens,Yes
"If Rita is kind, then Quinn is calm. Quinn is not calm. Is Rita not kind?",Modus Tollens,Yes
"If Wendy is smart, then Mona is loud. Mona is not loud. Is Wendy not smart?",Modus Tollens,Yes
"If Oscar is polite, then Kara is happy. Kara is not happy. Is Oscar not polite?",Modus Tollens,Yes
"If Alice is rude, then Uma is curious. Uma is not curious. Is Alice not rude?",Modus Tollens,Yes
"If Zane is curious, then Wendy is honest. Wendy is not honest. Is Zane not curious?",Modus Tollens,Yes
"If Quinn is honest, then Paul is proud. Paul is not proud. Is Quinn not honest?",Modus Tollens,Yes
"If Nina is lazy, then Quinn is proud. Quinn is not proud. Is Nina not lazy?",Modus Tollens,Yes
"If Bob is happy, then Xander is calm. Xander is not calm. Is Bob not happy?",Modus Tollens,Yes
"If Charlie is kind, then Sam is sad. Sam is not sad. Is Charlie not kind?",Modus Tollens,Yes
"If Leo is sad, then Hank is angry. Hank is not angry. Is Leo not sad?",Modus Tollens,Yes
"If Grace is brave, then Mona is quiet. Mona is not quiet. Is Grace not brave?",Modus Tollens,Yes
"If Charlie is shy, then Mona is sad. Mona is not sad. Is Charlie not shy?",Modus Tollens,Yes
"If Tina is kind, then Rita is short. Rita is not short. Is Tina not kind?",Modus Tollens,Yes
"If Charlie is short, then Yara is polite. Yara is not polite. Is Charlie not short?",Modus Tollens,Yes
"If Oscar is tall, then Quinn is angry. Quinn is not angry. Is Oscar not tall?",Modus Tollens,Yes
"If Quinn is loud, then Frank is tall. Frank is not tall. Is Quinn not loud?",Modus Tollens,Yes
"If Hank is shy, then Frank is proud. Frank is not proud. Is Hank not shy?",Modus Tollens,Yes
"If Sam is rude, then Ivy is short. Ivy is not short. Is Sam not rude?",Modus Tollens,Yes
"If Rita is brave, then Grace is honest. Grace is not honest. Is Rita not brave?",Modus Tollens,Yes
"If Uma is gentle, then Bob is kind. Bob is not kind. Is Uma not gentle?",Modus Tollens,Yes
"If Alice is honest, then Victor is short. Victor is not short. Is Alice not honest?",Modus Tollens,Yes
"If Bob is proud, then Tina is calm. Tina is not calm. Is Bob not proud?",Modus Tollens,Yes
"If Bob is sad, then Quinn is gentle. Quinn is not gentle. Is Bob not sad?",Modus Tollens,Yes
"If Leo is brave, then Ivy is shy. Ivy is not shy. Is Leo not brave?",Modus Tollens,Yes
"If Diana is smart, then Alice is angry. Alice is not angry. Is Diana not smart?",Modus Tollens,Yes
"If Uma is honest, then Jack is proud. Jack is not proud. Is Uma not honest?",Modus Tollens,Yes
"If Grace is shy, then Zane is loud. Zane is not loud. Is Grace not shy?",Modus Tollens,Yes
"If Grace is calm, then Eve is curious. Eve is not curious. Is Grace not calm?",Modus Tollens,Yes
"If Paul is brave, then Leo is kind. Leo is not kind. Is Paul not brave?",Modus Tollens,Yes
"If Uma is angry, then Alice is gentle. Alice is not gentle. Is Uma not angry?",Modus Tollens,Yes
"If Xander is quiet, then Grace is smart. Grace is not smart. Is Xander not quiet?",Modus Tollens,Yes
"If Sam is loud, then Xander is kind. Xander is not kind. Is Sam not loud?",Modus Tollens,Yes
"If Yara is sad, then Bob is loud. Bob is not loud. Is Yara not sad?",Modus Tollens,Yes
"If Sam is loud, then Tina is clever. Tina is clever. Is Sam loud?",Affirming the Consequent,No
"If Jack is short, then Kara is rude. Kara is rude. Is Jack short?",Affirming the Consequent,No
"If Sam is loud, then Oscar is angry. Oscar is angry. Is Sam loud?",Affirming the Consequent,No
"If Jack is curious, then Frank is sad. Frank is sad. Is Jack curious?",Affirming the Consequent,No
"If Diana is tall, then Eve is loud. Eve is loud. Is Diana tall?",Affirming the Consequent,No
"If Leo is quiet, then Diana is clever. Diana is clever. Is Leo quiet?",Affirming the Consequent,No
"If Hank is happy, then Leo is angry. Leo is angry. Is Hank happy?",Affirming the Consequent,No
"If Victor is brave, then Hank is clever. Hank is clever. Is Victor brave?",Affirming the Consequent,No
"If Yara is rude, then Sam is brave. Sam is brave. Is Yara rude?",Affirming the Consequent,No
"If Quinn is tall, then Jack is polite. Jack is polite. Is Quinn tall?",Affirming the Consequent,No
"If Frank is gentle, then Eve is tall. Eve is tall. Is Frank gentle?",Affirming the Consequent,No
"If Uma is clever, then Zane is tall. Zane is tall. Is Uma clever?",Affirming the Consequent,No
"If Eve is short, then Alice is honest. Alice is honest. Is Eve short?",Affirming the Consequent,No
"If Zane is rude, then Paul is brave. Paul is brave. Is Zane rude?",Affirming the Consequent,No
"If Hank is angry, then Jack is kind. Jack is kind. Is Hank angry?",Affirming the Consequent,No
"If Quinn is curious, then Victor is lazy. Victor is lazy. Is Quinn curious?",Affirming the Consequent,No
"If Alice is tall, then Sam is kind. Sam is kind. Is Alice tall?",Affirming the Consequent,No
"If Uma is angry, then Hank is honest. Hank is honest. Is Uma angry?",Affirming the Consequent,No
"If Uma is loud, then Hank is polite. Hank is polite. Is Uma loud?",Affirming the Consequent,No
"If Kara is loud, then Paul is proud. Paul is proud. Is Kara loud?",Affirming the Consequent,No
"If Xander is brave, then Quinn is short. Quinn is short. Is Xander brave?",Affirming the Consequent,No
"If Sam is proud, then Paul is loud. Paul is loud. Is Sam proud?",Affirming the Consequent,No
"If Charlie is happy, then Xander is kind. Xander is kind. Is Charlie happy?",Affirming the Consequent,No
